model,runs,best_acc_mean,best_acc_std,best_f1_mean,best_f1_std,student_ms_mean,student_ms_std
tdnn_full,3,0.6674174174174174,0.014977430437882919,0.6963111989450884,0.023482182413955034,2.339285999769345,0.10641739418919698
cnn,3,0.6569069069069069,0.010456747955843965,0.7141773890668653,0.00912936659707607,1.9779659997827064,0.07356545961682914
